0.5	8.154641948	-1	0.0005515064113	0.0004827724188
1	-1	9.105131994	0.07570886612	0.02476526797
0	7.349630315	-1	0.04555696622	0.006900672335
0	7.077311963	-1	0.0003688611614	0.004083153792
1	-1	-1	0.002480860101	0.002170531312
0	8.444171142	-1	0.5155488253	0.6471756101
1	7.171818997	8.689109042	0.01615497656	0.008428135887
1	8.614353844	-1	0.01831428707	0.01023186743
1	3.049470826	6.134272828	0.00320767099	0.01464779396
0	-1	-1	0.004097377416	0.0009046954801
0	8.27993485	6.068726889	0.01906231046	0.006677639205
0	9.171301545	-1	0.06035377458	0.05179126188
0	-1	5.028895164	0.003484967863	0.007536035962
0	-1	-1	0.00153457548	0.005988189485
1	-1	-1	0.009683565237	0.0156981498
0	6.257126731	-1	0.01053558942	0.02135795727
0	9.098587312	-1	0.004285090603	0.01125758328
1	8.211769477	5.854359153	0.009401090443	0.003000109689
0.5	-1	-1	0.004153590649	0.005030167289
0	9.142381056	-1	0.0155606484	0.02514615655
1	8.687666017	9.40396289	0.0008716589073	0.000774449145
1	9.132337656	9.362584216	0.009052096866	0.006376252044
0	8.45041471	9.380617398	0.005292954855	0.006624985952
1	-1	9.221358853	0.005028704647	0.003029605374
0	7.377731714	7.260049479	0.005168725271	0.006884873845
1	-1	-1	0.01470975392	0.00531779509
1	7.776105556	6.931782111	0.003214457072	0.001500573591
1	7.786831995	7.5125667	0.1041153222	0.08215526491
1	-1	-1	0.01423596684	0.01278719772
1	7.813492786	9.431872898	0.3255093694	0.5946977139
0	8.980481502	6.956418995	0.00863022171	0.01750251278
1	8.434765898	9.270086138	0.01078732498	0.01323568169
1	7.812175749	7.851529823	0.02541356534	0.02394629084
0.5	8.396817518	8.883720439	0.1356002837	0.1154587269
0	-1	-1	0.008096499369	0.009258235805
0	8.295032259	-1	0.01332180202	0.008702939376
0	5.484363755	-1	0.008611701429	0.01034001634
1	-1	7.490820965	0.0008033568738	0.00187177828
1	7.483482472	6.078098952	0.01273842156	0.01080994867
0	8.996786605	9.309940019	0.1932286024	0.1869477332
0.5	9.385986952	9.112405409	0.005345663987	0.009015854448
0.5	8.814574878	8.600468607	0.005754578393	0.006062978879
0	-1	-1	0.002778063994	0.002639519982
0	9.073437596	9.493488601	0.001485996414	0.08281771094
0.5	-1	-1	1	1
0	-1	7.264974012	0.08500128984	0.2514994442
0	-1	6.620532499	0.001384744421	0.003224855755
0.5	8.623805692	8.287906895	0.003106023651	0.001585823833
0	9.49358728	9.480502469	0.01381210797	0.004420446232
1	8.58006138	8.999679467	0.004613220226	0.01048956625
0	-1	7.170171434	0.005404891446	0.003987703472
1	8.788625429	-1	0.006582978182	0.003155164886
0	5.690233012	3.943020238	0.004992702976	0.009824523702
0.5	8.023204326	7.3937325	0.04537048936	0.04101022705
0.5	-1	-1	0.005612432957	0.005939293653
0	7.829459914	-1	0.02761820704	0.03300060332
0	-1	-1	0.005513518583	0.006284653209
1	-1	-1	0.6375675797	0.3414004445
0	9.281022784	9.303266811	0.3974096775	0.3989090025
0	9.492042705	-1	0.0004425220832	0.002397657372
1	6.86538218	8.353987524	0.01127333287	0.01210084651
1	-1	6.300530212	0.00407361798	0.001008524792
0.5	7.570603168	6.463535947	0.007883428596	0.003477765946
0	8.634163115	7.465891178	1	1
1	8.645263302	8.744484024	0.01383937895	0.006115101278
0.5	6.845976829	-1	0.01737749763	0.01551037282
1	7.924112545	6.188930823	0.008821201511	0.006563663483
1	7.03448002	8.203833763	0.004678891506	0.01272369083
1	8.552403799	9.495801959	0.01368164457	0.01010350324
1	5.510104809	8.873730107	0.003042595461	0.01100662537
0.5	-1	-1	0.00148256775	0.002592609264
0	8.93877406	9.025482842	0.3935451508	0.3979450166
0	5.784491696	-1	0.002973188879	0.005630657077
0	9.286280949	8.853196866	0.006850703619	0.006310155615
0	6.475613703	-1	0.001969052013	0.0009046954801
1	-1	-1	0.1724433005	0.04569417983
0	8.482382861	-1	0.002934221877	0.003349187318
1	7.208378441	4.700628961	0.1182424873	0.06005042046
0	7.571583881	-1	0.007382828742	0.02647674084
0	8.941444044	8.400210689	0.0162802022	0.01046269666
1	8.769368111	-1	0.03005505539	0.01718806289
